Index_initial	Name_initial	Name_trimmed	Note	seq_counts	# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	taxid_matched	species_taxid_matched	file_name	merge_index	id	bofTemplateType	species_experiment	designation in screen_x	version_1_rxn_count	version_1_met_count	version_1_gen_count	version_1_gap_count	version_1_growth_rate	draft_rxn_count	draft_met_count	draft_gen_count	species	full_name	lineage_species	genus	family	order	class	phylum	assembly	agora	sort	nid	nearest_kegg_org	ref_Index_initial	designation in screen_y	GMM	BHI++	WCA	mGAM	M1	M2	M3	M4	M5	M7	M8	M9	M10	M11	M13	M14	M15A	M15B	M16	taxon_id	gram_stain	comments	gram_stain==bofTemplateType
67	Clostridium_ramosum	Erysipelatoclostridium ramosum	?	11.0	GCF_000154485.1	PRJNA224116	SAMN00000007	ABFX00000000.2	representative genome	445974	1547	Erysipelatoclostridium ramosum DSM 1402	strain=DSM 1402		latest	Scaffold	Major	Full	11/14/07	ASM15448v1	Washington University Genome Sequencing Center	GCA_000154485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/485/GCF_000154485.1_ASM15448v1		assembly from type material	True	True	Erysipelatoclostridium_ramosum_DSM_1402	67.0	67.0	GramPositive	C. ramosum	C. ramosum	1323.0	1547.0	1026.0	66.0	0.30360942612693814	703.0	974.0	762.0	C. ramosum	Clostridium ramosum DSMZ 1402 (S2)	C. ramosum	Clostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichi	Firmicutes	GCA_000154485.1_ASM15448v1	Clostridium_ramosum_VPI_0427_DSM_1402.xml	56.0	NT5006		ref_19.0	C. ramosum	0.642 (0.229)	0.586 (0.18)	0.759 (0.292)	0.684 (0.444)	0	0.68 (0.201)	0.583 (0.002)	0.184 (0.007)	0.966 (0.285)	0.695 (0.326)	0.936 (0.316)	0	0.914 (0.457)	0.943 (0.244)	0	0	0	0.0	0.0	445974	GramPositive	Clostridium ramosum DSM 1402. Clostridium ramosum DSM 1402 is a member of the normal flora of the human gut of adults and infants. This strain has also  been implicated in a number of infections such as pulmonary gangrene, appendicitis, intestinal infections, and septicemia. Clostridium ramosum DSM 1402 is the type strain and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   	True
68	Clostridium_scindens	[Clostridium] scindens		6.0	GCF_000154505.1	PRJNA224116	SAMN00627066	ABFY00000000.2	representative genome	411468	29347	[Clostridium] scindens ATCC 35704	strain=ATCC 35704		latest	Scaffold	Major	Full	11/14/07	ASM15450v1	Washington University Genome Sequencing Center	GCA_000154505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/505/GCF_000154505.1_ASM15450v1		assembly from type material			[Clostridium]_scindens_ATCC_35704	68.0	68.0	GramPositive			1322.0	1534.0	1027.0	74.0	0.31469168334077935	701.0	963.0	758.0																																			411468	GramPositive	Clostridium scindens ATCC 35704.This strain is being sequenced for comparative genome analysis as part of the human gut microbiome project.	True
69	Clostridium_sp__HGF2	Clostridium sp. HGF2		1.0	GCF_000183585.1	PRJNA224116	SAMN00116782	AENW00000000.1	na	908340	908340	Clostridium sp. HGF2	strain=HGF2		latest	Contig	Major	Full	11/30/10	ASM18358v1	J. Craig Venter Institute	GCA_000183585.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/585/GCF_000183585.1_ASM18358v1					Clostridium_sp._HGF2	69.0	69.0	GramPositive			1342.0	1531.0	1158.0	74.0	0.31437187163965974	717.0	954.0	893.0																																			908340		A reference genome for the Human Microbiome Project. 	False
70	Clostridium_sp__L2_50	Clostridium sp. L2-50		1.0	GCF_000154245.1	PRJNA224116	SAMN02299417	AAYW00000000.2	na	411489	411489	Clostridium sp. L2-50	strain=L2-50		latest	Scaffold	Major	Full	8/21/07	ASM15424v1	Washington University Genome Sequencing Center	GCA_000154245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/245/GCF_000154245.1_ASM15424v1					Clostridium_sp._L2-50	70.0	70.0	GramPositive			1183.0	1377.0	778.0	76.0	0.15689683129355222	551.0	802.0	508.0																																			411489	GramPositive	Clostridium sp. L2-50. Clostridium sp. L2-50, a butyrate-producing isolate, is a member of the human gut flora. In one comprehensive 16S rDNA sequence-based enumeration of the colonic microbiota of three healthy adult humans it represents, on average, 0.059% of all 16S rDNA sequences and 0.117% of the sequences in its division (Eckburg et. al. (2005)). This strain is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   	True
71	Clostridium_spiroforme	[Clostridium] spiroforme		6.0	GCF_000154805.1	PRJNA224116	SAMN00627073	ABIK00000000.2	representative genome	428126	29348	[Clostridium] spiroforme DSM 1552	strain=DSM 1552		latest	Scaffold	Major	Full	2/12/08	ASM15480v1	Washington University Genome Sequencing Center	GCA_000154805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/805/GCF_000154805.1_ASM15480v1		assembly from type material			[Clostridium]_spiroforme_DSM_1552	71.0	71.0	GramPositive			1185.0	1352.0	807.0	68.0	0.2656582478610713	555.0	775.0	537.0																																			428126	GramPositive	Clostridium spiroforme DSM 1552. Clostridium spiroforme DSM 1552 is the type strain and is being sequenced for comparative genome analysis as part of the human gut microbiome project.	True
72	Clostridium_symbiosum	[Clostridium] symbiosum		12.0	GCF_000189595.1	PRJNA224116	SAMN02463857	ADLQ00000000.1	representative genome	742740	1512	[Clostridium] symbiosum WAL-14163	strain=WAL-14163		latest	Scaffold	Major	Full	2/23/11	Clos_symb_WAL_14163_V1	Broad Institute	GCA_000189595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/595/GCF_000189595.1_Clos_symb_WAL_14163_V1					[Clostridium]_symbiosum_WAL-14163	72.0	72.0	GramPositive			1451.0	1681.0	1314.0	68.0	0.3134159106600441	838.0	1119.0	1054.0																																			742740	GramPositive	Clostridium symbiosum WAL-14163.Reference genome for the Human Microbiome Project.	True
73	Coprobacillus_sp__29_1	Coprobacillus cateniformis	? strain	6.0	GCF_003463235.1	PRJNA224116	SAMN09736675	QSCY00000000.1	na	100884	100884	Coprobacillus cateniformis	strain=OF01-6		latest	Scaffold	Major	Full	9/6/18	ASM346323v1	BGI	GCA_003463235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/463/235/GCF_003463235.1_ASM346323v1					Coprobacillus_cateniformis	73.0	73.0	GramPositive			1272.0	1474.0	1005.0	73.0	0.30383315721243515	641.0	895.0	720.0																																			100884		Comprehensive reference data is essential for accurate taxonomic and functional characterisation of the human gut microbiome. Here we present the Unified Human Gastrointestinal Genome (UHGG) collection, a resource combining 286,997 genomes representing 4,644 prokaryotic species from the human gut. These genomes contain over 625 million protein sequences used to generate the Unified Human Gastrointestinal Protein (UHGP) catalogue, a collection that more than doubles the number of gut protein clusters over the Integrated Gene Catalogue. We find that a large portion of the human gut microbiome remains to be fully explored, with over 70% of the UHGG species lacking cultured representatives, and 40% of the UHGP missing meaningful functional annotations. Intra-species genomic variation analyses revealed a large reservoir of accessory genes and single-nucleotide variants, many of which were specific to individual human populations. These freely available genomic resources should greatly facilitate investigations into the human gut microbiome.	False
74	Coprococcus_eutactus	Coprococcus eutactus		8.0	GCF_000154425.1	PRJNA224116	SAMN00627069	ABEY00000000.2	representative genome	411474	33043	Coprococcus eutactus ATCC 27759	strain=ATCC 27759		latest	Scaffold	Major	Full	9/18/07	ASM15442v1	Washington University Genome Sequencing Center	GCA_000154425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/425/GCF_000154425.1_ASM15442v1		assembly from type material			Coprococcus_eutactus_ATCC_27759	74.0	74.0	GramPositive			1219.0	1402.0	808.0	67.0	0.3143258089375083	601.0	834.0	545.0																																			411474	GramPositive	Coprococcus eutactus ATCC 27759. Coprococcus eutactus ATCC 27759 was isolated from human feces. This organism is being sequenced as part of the human gut microbiome project.	True
75	Edwardsiella_ictaluri_tarda	Edwardsiella ictaluri		9.0	GCF_900447225.1	PRJNA224116	SAMEA4504062	UFXT00000000.1	na	67780	67780	Edwardsiella ictaluri	strain=NCTC12122		latest	Contig	Major	Full	8/1/18	51726_D01	SC	GCA_900447225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/447/225/GCF_900447225.1_51726_D01		assembly from type material			Edwardsiella_ictaluri	75.0	75.0	GramNegative			1964.0	2037.0	1464.0	48.0	0.5004513111628314	1401.0	1451.0	1260.0																																			67780			False
75.1		Edwardsiella tarda		23.0	GCF_900447455.1	PRJNA224116	SAMEA2665131	UFYP00000000.1	na	636	636	Edwardsiella tarda	strain=NCTC10396		latest	Contig	Major	Full	8/1/18	31340_A01	SC	GCA_900447455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/447/455/GCF_900447455.1_31340_A01		assembly from type material			Edwardsiella_tarda	75.0	75.0	GramNegative			1872.0	1976.0	1372.0	73.0	0.36284882664712814	1274.0	1381.0	1130.0																																			636	GramNegative	Edwardsiella bacteria are leading fish pathogens causing huge losses to aquaculture industries worldwide. However, the taxa are now widely recognized to be misclassified, which hurdled the understanding of the epidemiology and development of effective diagnostics and vaccines. Current-ly the genus Edwardsiella is divided into three species Edwardsiella tarda, E. ictaluri, E. hoshinae. Previous phylogenomic analysis revealed that two genomics types (genotypes), EdwGI and EdwGII, exist in E. tarda, and EdwGI represents a genotype of fish pathogens in the Edwardsiella lineage and is proposed as E. piscicida, sp. nov..	True
76	Enterococcus_faecalis	Enterococcus faecalis		1449.0	GCF_000007785.1	PRJNA57669	SAMN02603978		reference genome	226185	1351	Enterococcus faecalis V583	strain=V583		latest	Complete Genome	Major	Full	3/28/03	ASM778v1	TIGR	GCA_000007785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/785/GCF_000007785.1_ASM778v1					Enterococcus_faecalis_V583	76.0	76.0	GramPositive			1402.0	1603.0	1074.0	99.0	0.30113198977976124	758.0	1012.0	786.0																																			226185	GramPositive	Enterococcus faecalis strain V583. This strain is one of the first vancomycin-resistant strains isolated. This isolate came from a blood culture derived from a chronically-infected patient in 1987 from Barnes Hospital in St. Louis, Missouri. This strain was found to lack the cytolysin gene and a surface adhesin, Esp, that contributes to urinary tract infections. Mobile genetic elements make up one quarter of the genome.	True
77	Escherichia_albertii	Escherichia albertii		91.0	GCF_003312485.2	PRJNA224116	SAMN08199278		na	208962	208962	Escherichia albertii	strain=05-3106		latest	Complete Genome	Major	Full	12/6/18	ASM331248v2	CDC	GCA_003312485.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/312/485/GCF_003312485.2_ASM331248v2					Escherichia_albertii	77.0	77.0	GramNegative			2256.0	2291.0	1874.0	29.0	0.3643769387851605	1723.0	1700.0	1698.0																																			208962		PulseNet STEC genome reference library	False
78	Eubacterium_dolichum	Absiella dolichum	?	3.0	GCF_000154285.1	PRJNA224116	SAMN00000734	ABAW00000000.2	representative genome	428127	31971	Absiella dolichum DSM 3991	strain=DSM 3991		latest	Scaffold	Major	Full	9/12/07	ASM15428v1	Washington University Genome Sequencing Center	GCA_000154285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/285/GCF_000154285.1_ASM15428v1		assembly from type material			Absiella_dolichum_DSM_3991	78.0	78.0	GramPositive			1169.0	1340.0	791.0	113.0	0.30646094486554765	498.0	730.0	479.0																																			428127	GramPositive	Eubacterium dolichum  DSM 3991. Eubacterium dolichum  DSM 3991 was isolated from human feces. Strain DSM 3991 is the type strain and is being sequenced for comparative genome analysis as part of the human gut microbiome project.	True
79	Eubacterium_limosum	Eubacterium limosum		6.0	GCF_000807675.2	PRJNA224116	SAMN03265381		representative genome	1736	1736	Eubacterium limosum	strain=ATCC 8486		latest	Complete Genome	Major	Full	4/3/17	ASM80767v2	Korean Advanced Institute of Science and Technology	GCA_000807675.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/675/GCF_000807675.2_ASM80767v2		assembly from type material			Eubacterium_limosum	79.0	79.0	GramPositive			1424.0	1653.0	1222.0	65.0	0.15963476417342481	810.0	1081.0	969.0																																			1736		Eubacterium limosum ATCC 8486 is a model strain for Eubacterium limosum, which ferment syngas.	False
80	Fusobacterium_mortiferum	Fusobacterium mortiferum		6.0	GCF_000158195.2	PRJNA224116	SAMN02463687	ACDB00000000.2	representative genome	469616	850	Fusobacterium mortiferum ATCC 9817	strain=ATCC 9817		latest	Scaffold	Major	Full	7/27/11	Fuso_mor_ATCC9817_V2	Broad Institute	GCA_000158195.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/195/GCF_000158195.2_Fuso_mor_ATCC9817_V2					Fusobacterium_mortiferum_ATCC_9817	80.0	80.0	GramNegative			1434.0	1611.0	1092.0	146.0	0.18439059829217402	744.0	988.0	740.0																																			469616		Complete Fusobacterium genomes generated by MinION and Illumina sequencing, followed by assembly with Unicycler.	False
81	Fusobacterium_periodonticum	Fusobacterium periodonticum		8.0	GCF_000158215.3	PRJNA224116	SAMN02463707	ACDC00000000.3	representative genome	469599	860	Fusobacterium periodonticum 2_1_31	strain=2_1_31		latest	Scaffold	Major	Full	9/25/14	Fuso_sp_2_1_31_V3	Broad Institute	GCA_000158215.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/215/GCF_000158215.3_Fuso_sp_2_1_31_V3					Fusobacterium_periodonticum_2_1_31	81.0	81.0	GramNegative			1289.0	1431.0	907.0	158.0	1.5205791186396527	580.0	803.0	528.0																																			469599			False
82	Granulicatella_elegans	Granulicatella elegans		1.0	GCF_000162475.2	PRJNA224116	SAMN02595330	ACRF00000000.2	representative genome	626369	137732	Granulicatella elegans ATCC 700633	strain=ATCC 700633		latest	Scaffold	Major	Full	9/30/13	Gran_ele_ATCC_700633_V2	Broad Institute	GCA_000162475.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/475/GCF_000162475.2_Gran_ele_ATCC_700633_V2		assembly from type material			Granulicatella_elegans_ATCC_700633	82.0	82.0	GramPositive			1175.0	1325.0	776.0	144.0	0.1779741679215988	477.0	701.0	431.0																																			626369	GramPositive	Granulicatella elegans ATCC 700633.This strain will be used for comparative genome analysis.	True
83	Haemophilus_haemolyticus	Haemophilus haemolyticus		58.0	GCF_001679045.1	PRJNA224116	SAMN05043237	LYCK00000000.1	na	726	726	Haemophilus haemolyticus	strain=CCUG 12834		latest	Scaffold	Major	Full	7/5/16	ASM167904v1	TAILORED-Treatment project	GCA_001679045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/045/GCF_001679045.1_ASM167904v1		assembly from type material			Haemophilus_haemolyticus	83.0	83.0	GramNegative			1497.0	1663.0	980.0	96.0	0.36204832860645847	851.0	1053.0	689.0																																			726		Haemophilus haemolyticus strain 11P18 isolated from human nasopharynx	False
84	Klebsiella_oxytoca	Klebsiella oxytoca		280.0	GCF_001022195.1	PRJNA224116	SAMN03733738		representative genome	571	571	Klebsiella oxytoca	strain=CAV1374		latest	Complete Genome	Major	Full	6/9/15	ASM102219v1	University of Oxford	GCA_001022195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/195/GCF_001022195.1_ASM102219v1					Klebsiella_oxytoca	84.0	84.0	GramNegative			2561.0	2641.0	2476.0	27.0	0.4130541364942998	2032.0	2047.0	2299.0																																			571			False
85	Klebsiella_variicola_pneumoniae	Klebsiella variicola		282.0	GCF_000828055.2	PRJNA224116	SAMN01174581		na	244366	244366	Klebsiella variicola	strain=DSM 15968		latest	Complete Genome	Major	Full	7/29/16	ASM82805v2	Zhejiang university	GCA_000828055.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/055/GCF_000828055.2_ASM82805v2		assembly from type material			Klebsiella_variicola	85.0	85.0	GramNegative			2574.0	2714.0	2371.0	25.0	0.4997317107022464	2049.0	2120.0	2200.0																																			244366		To gain insights into the interrelationships between childhood undernutrition, the gut microbiota, and gut mucosal immune/barrier function, we purified bacterial strains targeted by IgA from the fecal microbiota of two cohorts of Malawian infants/children. IgA responses to several bacterial taxa, including Enterobacteriaceae, correlated with anthropometric measurements of nutritional status in longitudinal studies. The relationship between IgA responses and growth was further explained by enteropathogen burden. Gnotobiotic mouse recipients of an IgA+-bacterial consortium purified from undernourished microbiota exhibited a diet-dependent enteropathy characterized by rapid disruption of the small intestinal and colonic epithelial barrier, weight loss and sepsis that could be prevented by administering two IgA-targeted bacterial species from a healthy microbiota. Dissection of a culture collection of 11 IgA-targeted strains from an undernourished donor, sufficient to transmit these phenotypes, disclosed that Enterobacteriaceae interacted with other consortium members to produce enteropathy. These findings indicate that bacterial targets of IgA responses have etiologic, diagnostic, and therapeutic implications for childhood undernutrition.;contaminated;genome length too large	False
85.1		Klebsiella pneumoniae		8727.0	GCF_000240185.1	PRJNA84387	SAMN02602959		reference genome	1125630	573	Klebsiella pneumoniae subsp. pneumoniae HS11286	strain=HS11286		latest	Complete Genome	Major	Full	12/27/11	ASM24018v2	 Bioinformatics & Microbial Genomics, State Key Laboratory of Microbial Metabolism, Shanghai Jiaotong University	GCA_000240185.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/185/GCF_000240185.1_ASM24018v2					Klebsiella_pneumoniae_subsp._pneumoniae_HS11286	85.0	85.0	GramNegative			2544.0	2673.0	2324.0	26.0	0.360770686638523	2017.0	2081.0	2153.0																																			1125630		Comparative genome analysis	False
86	Lachnospiraceae_bacterium_1_4_56FAA	Lachnospiraceae bacterium 1_4_56FAA		1.0	GCF_000218385.1	PRJNA224116	SAMN02463772	ACTN00000000.1	na	658655	658655	Lachnospiraceae bacterium 1_4_56FAA	strain=1_4_56FAA		latest	Scaffold	Major	Full	6/15/11	Lach_bact_1_4_56FAA_V1	Broad Institute	GCA_000218385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/385/GCF_000218385.1_Lach_bact_1_4_56FAA_V1					Lachnospiraceae_bacterium_1_4_56FAA	86.0	86.0	GramPositive			1307.0	1520.0	941.0	76.0	0.3121161036948753	679.0	946.0	667.0																																			658655	GramPositive	Lachnospiraceae bacterium 1_4_56FAA .This strain will be used for comparative genome analysis.	True
87	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae bacterium 3_1_57FAA_CT1		1.0	GCF_000218405.2	PRJNA224116	SAMN02463774	ACTP00000000.2	na	658086	658086	Lachnospiraceae bacterium 3_1_57FAA_CT1	strain=3_1_57FAA_CT1		latest	Scaffold	Major	Full	6/21/13	Lach_bact_3-1-57FAA_CT1_V1	Broad Institute	GCA_000218405.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/405/GCF_000218405.2_Lach_bact_3-1-57FAA_CT1_V1					Lachnospiraceae_bacterium_3_1_57FAA_CT1	87.0	87.0	GramPositive			1527.0	1841.0	1425.0	64.0	0.2661728961714258	914.0	1279.0	1167.0																																			658086	GramPositive	Lachnospiraceae bacterium 3_1_57FAA CT1 .This strain will be used for comparative genome analysis.	True
88	Lactobacillus_fermentum	Lactobacillus fermentum		66.0	GCF_000010145.1	PRJNA224116	SAMD00060917		representative genome	334390	1613	Lactobacillus fermentum IFO 3956	strain=IFO 3956		latest	Complete Genome	Major	Full	4/15/08	ASM1014v1	Kitasato Institute for Life Sciences	GCA_000010145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/145/GCF_000010145.1_ASM1014v1				True	Lactobacillus_fermentum_IFO_3956	88.0	88.0	GramPositive			1237.0	1403.0	819.0	94.0	0.15976712344087307	608.0	825.0	541.0																																			334390	GramPositive	Lactobacillus fermentum IFO 3956.This strain is being sequenced for comparative genome analysis.	True
89	Lactobacillus_gasseri	Lactobacillus gasseri		43.0	GCF_000014425.1	PRJNA224116	SAMN02598542		representative genome	324831	1596	Lactobacillus gasseri ATCC 33323 = JCM 1131	strain=ATCC 33323		latest	Complete Genome	Major	Full	10/13/06	ASM1442v1	US DOE Joint Genome Institute (JGI), The Lactic Acid Bacteria Genome Consortium and Fidelity Systems Inc.	GCA_000014425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/425/GCF_000014425.1_ASM1442v1		assembly from type material	True	True	Lactobacillus_gasseri_ATCC_33323_=_JCM_1131	89.0	89.0	GramPositive	L. gasseri	L. gasseri	1014.0	1210.0	604.0	0.0	0.0	471.0	660.0	429.0	L. gasseri	Lactobacillus gasseri DSMZ 20243 (S1)	L. gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	GCA_000014425.1_ASM1442v1	Lactobacillus_gasseri_ATCC_33323.xml	43.0	NT5007	lga	ref_36.0	L. gasseri	0.883 (0.536)	0	0.315 (0.106)	0.754 (0.475)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	324831	GramPositive	Lactobacillus gasseri ATCC 33323. Lactobacillus gasseri ATCC 33323 is a human isolate and is the type strain. This organism has been shown to have probiotic activities such as production of bacteriocins, macrophage stimulation and adherence to intestinal tissues.	True
90	Lactobacillus_johnsonii	Lactobacillus johnsonii		39.0	GCF_000159355.1	PRJNA224116	SAMN00001472	ACGR00000000.1	na	525330	33959	Lactobacillus johnsonii ATCC 33200	strain=ATCC 33200		latest	Scaffold	Major	Full	5/28/09	ASM15935v1	BCM	GCA_000159355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/355/GCF_000159355.1_ASM15935v1		assembly from type material			Lactobacillus_johnsonii_ATCC_33200	90.0	90.0	GramPositive			1165.0	1306.0	747.0	142.0	0.16447793683086606	479.0	665.0	431.0																																			525330	GramPositive	Lactobacillus johnsonii ATCC 33200.A reference genome for the Human Microbiome Project.	True
91	Lactobacillus_sakei	Lactobacillus sakei		50.0	GCF_002224565.1	PRJNA224116	SAMN06473274		representative genome	1599	1599	Lactobacillus sakei	strain=FAM18311		latest	Complete Genome	Major	Full	7/24/17	ASM222456v1	ETH Zurich	GCA_002224565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/565/GCF_002224565.1_ASM222456v1				True	Lactobacillus_sakei	91.0	91.0	GramPositive			1239.0	1414.0	802.0	123.0	0.31303124459153076	577.0	798.0	492.0																																			1599			False
92	Lactobacillus_salivarius	Lactobacillus salivarius		88.0	GCF_000008925.1	PRJNA58233	SAMN02604111		reference genome	362948	1624	Lactobacillus salivarius UCC118	strain=UCC118		latest	Complete Genome	Major	Full	3/30/06	ASM892v1	University College Cork	GCA_000008925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/925/GCF_000008925.1_ASM892v1				True	Lactobacillus_salivarius_UCC118	92.0	92.0	GramPositive			1248.0	1432.0	805.0	102.0	0.3141808380290032	606.0	832.0	521.0																																			362948	GramPositive	Lactobacillus salivarius subsp. salivarius UCC118. Lactobacillus salivarius salivarius strain UCC118 was isolated from the human gastrointestinal tract. This organism produces bacteriocins, antibiotic compounds which have inhibitory effects on pathogenic microorganisms. Lactobacillus salivarius subsp. salivarius strain UCC118 has been extensively studied for its effectiveness as a probiotic to maintain the balance of the gut microbial flora and stimulate the intestinal immune system.	True
93	Lactobacillus_ultunensis	Lactobacillus ultunensis		3.0	GCF_000159415.1	PRJNA224116	SAMN00001484	ACGU00000000.1	na	525365	227945	Lactobacillus ultunensis DSM 16047	strain=DSM 16047		latest	Scaffold	Major	Full	6/26/09	ASM15941v1	BCM	GCA_000159415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/415/GCF_000159415.1_ASM15941v1		assembly from type material			Lactobacillus_ultunensis_DSM_16047	93.0	93.0	GramPositive			1219.0	1386.0	813.0	139.0	0.1640827038686678	536.0	756.0	495.0																																			525365	GramPositive	Lactobacillus ultunensis DSM 16047.A reference genome for the Human Microbiome Project.	True
94	Lactobacillus_vaginalis	Lactobacillus vaginalis		4.0	GCF_000159435.1	PRJNA224116	SAMN00001485	ACGV00000000.1	representative genome	1423814	1633	Lactobacillus vaginalis DSM 5837 = ATCC 49540	strain=ATCC 49540		latest	Scaffold	Major	Full	7/7/09	ASM15943v1	BCM	GCA_000159435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/435/GCF_000159435.1_ASM15943v1		assembly from type material	True	True	Lactobacillus_vaginalis_DSM_5837_=_ATCC_49540	94.0	94.0	GramPositive	L. vaginalis	L. vaginalis	1091.0	1321.0	664.0	0.0	0.0	544.0	777.0	479.0	L. vaginalis	Lactobacillus vaginalis	L. vaginalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	GCA_000159435.1_ASM15943v1	Lactobacillus_vaginalis_ATCC_49540.xml	48.0	NT14077		ref_94.0	L. vaginalis	0	0.326 (0.027)	0.365 (0.013)	0	0	0	0.416 (0.002)	0	0	0.248 (0.007)	0.459 (0.004)	0	0.346 (0.006)	0	0	0				1423814	GramPositive	Lactobacillus vaginalis ATCC 49540.A reference genome for the Human Microbiome Project.	True
95	Megasphaera_elsdenii	Megasphaera elsdenii		11.0	GCF_001304715.1	PRJNA224116	SAMN02953477		representative genome	1458465	907	Megasphaera elsdenii 14-14	strain=14-14		latest	Complete Genome	Major	Full	10/1/15	ASM130471v1	National Animal Disease Center	GCA_001304715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/304/715/GCF_001304715.1_ASM130471v1					Megasphaera_elsdenii_14-14	95.0	95.0	GramPositive			1376.0	1572.0	935.0	66.0	0.1651500906318925	760.0	1015.0	665.0																																			1458465	GramPositive	Analysis of antibiotic resistance genes and mobilization mechanisms	True
96	Methanobrevibacter_smithii	Methanobrevibacter smithii		29.0	GCF_000016525.1	PRJNA224116	SAMN02604313		representative genome	420247	2173	Methanobrevibacter smithii ATCC 35061	strain=ATCC 35061; PS; DSMZ 861		latest	Complete Genome	Major	Full	6/4/07	ASM1652v1	Washington University Center for Genome Sciences	GCA_000016525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/525/GCF_000016525.1_ASM1652v1		assembly from type material			Methanobrevibacter_smithii_ATCC_35061	96.0	96.0	Archaea			1152.0	1287.0	726.0	134.0	0.0	465.0	670.0	416.0																																			420247	GramPositive	Methanobrevibacter smithii ATCC 35061. Methanobrevibacter smithii ATCC 35061 (DSM 861) (strain PS) was isolated from a sewage digester in Gainesville, Florida and will be used for comparative analysis.	False
