	id_c	id	compartment	name	metacyc_id	kegg_id	seed_id	metanetx_id	metacyc_from_bigg	iML1515	iYO844	iAF692	metacyc_id_iML1515	kegg_id_iML1515	seed_id_iML1515	metanetx_id_iML1515	metacyc_id_iYO844	kegg_id_iYO844	seed_id_iYO844	metanetx_id_iYO844	metacyc_id_iAF692	kegg_id_iAF692	seed_id_iAF692	metanetx_id_iAF692
1429	gtspmd_c	gtspmd	c	Glutathionylspermidine	GLUTATHIONYLSPERMIDINE	C05730	cpd03411	MNXM1329		iML1515			['META:GLUTATHIONYLSPERMIDINE']	['C05730']	['cpd03411']	['MNXM1329']								
1430	gua_c	gua	c	Guanine	GUANINE	C00242	cpd00207	MNXM259	GUANINE	iML1515	iYO844	iAF692	['META:GUANINE']	['C00242']	['cpd00207']	['MNXM259']	['META:GUANINE']	['C00242']	['cpd00207']	['MNXM259']	['META:GUANINE']	['C00242']	['cpd00207']	['MNXM259']
1431	gua_e	gua	e	Guanine	GUANINE	C00242	cpd00207	MNXM259	GUANINE	iML1515	iYO844		['META:GUANINE']	['C00242']	['cpd00207']	['MNXM259']	['META:GUANINE']	['C00242']	['cpd00207']	['MNXM259']				
1432	gua_p	gua	p	Guanine	GUANINE	C00242	cpd00207	MNXM259	GUANINE	iML1515			['META:GUANINE']	['C00242']	['cpd00207']	['MNXM259']								
1433	h2_c	h2	c	Hydrogen	HYDROGEN-MOLECULE	C00282	cpd11640	MNXM195	HYDROGEN-MOLECULE	iML1515		iAF692	['META:HYDROGEN-MOLECULE']	['C00282']	['cpd11640']	['MNXM195']					['META:HYDROGEN-MOLECULE']	['C00282']	['cpd11640']	['MNXM195']
1434	h2_e	h2	e	Hydrogen	HYDROGEN-MOLECULE	C00282	cpd11640	MNXM195	HYDROGEN-MOLECULE	iML1515		iAF692	['META:HYDROGEN-MOLECULE']	['C00282']	['cpd11640']	['MNXM195']					['META:HYDROGEN-MOLECULE']	['C00282']	['cpd11640']	['MNXM195']
1435	h2_p	h2	p	Hydrogen	HYDROGEN-MOLECULE	C00282	cpd11640	MNXM195	HYDROGEN-MOLECULE	iML1515			['META:HYDROGEN-MOLECULE']	['C00282']	['cpd11640']	['MNXM195']								
1436	h2acon_C_c	h2acon_C			CPD-153	C20581	cpd15882	MNXM5672	CPD-153			iAF692									['META:CPD-153']	['C20581']	['cpd15882']	['MNXM5672']
1437	h2mb4p_c	h2mb4p	c	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	HYDROXY-METHYL-BUTENYL-DIP	C11811	cpd08615; cpd29213	MNXM606	HYDROXY-METHYL-BUTENYL-DIP	iML1515	iYO844		['META:HYDROXY-METHYL-BUTENYL-DIP']	['C11811']	['cpd08615', 'cpd29213']	['MNXM606']	['META:HYDROXY-METHYL-BUTENYL-DIP']	['C11811']	['cpd08615', 'cpd29213']	['MNXM606']				
1438	h2mpt_c	h2mpt			CPD-10789	C05927	cpd03523	MNXM3586	CPD-10789			iAF692									['META:CPD-10789']	['C05927']	['cpd03523']	['MNXM3586']
1439	h2o2_c	h2o2	c	Hydrogen peroxide	HYDROGEN-PEROXIDE	C00027	cpd00025	MNXM22	HYDROGEN-PEROXIDE	iML1515	iYO844	iAF692	['META:HYDROGEN-PEROXIDE']	['C00027']	['cpd00025']	['MNXM22']	['META:HYDROGEN-PEROXIDE']	['C00027']	['cpd00025']	['MNXM22']	['META:HYDROGEN-PEROXIDE']	['C00027']	['cpd00025']	['MNXM22']
1440	h2o2_e	h2o2	e	Hydrogen peroxide	HYDROGEN-PEROXIDE	C00027	cpd00025	MNXM22	HYDROGEN-PEROXIDE	iML1515	iYO844		['META:HYDROGEN-PEROXIDE']	['C00027']	['cpd00025']	['MNXM22']	['META:HYDROGEN-PEROXIDE']	['C00027']	['cpd00025']	['MNXM22']				
1441	h2o2_p	h2o2	p	Hydrogen peroxide	HYDROGEN-PEROXIDE	C00027	cpd00025	MNXM22	HYDROGEN-PEROXIDE	iML1515			['META:HYDROGEN-PEROXIDE']	['C00027']	['cpd00025']	['MNXM22']								
1442	h2o_c	h2o	c	H2O H2O	WATER	C00001; C01328	cpd00001; cpd27222; cpd15275	MNXM2	WATER	iML1515	iYO844	iAF692	['META:CPD-15815', 'META:OXONIUM', 'META:HYDROXYL-GROUP', 'META:WATER', 'META:OH']	['C00001', 'C01328']	['cpd27222', 'cpd00001', 'cpd15275']	['MNXM2']	['META:CPD-15815', 'META:OXONIUM', 'META:HYDROXYL-GROUP', 'META:WATER', 'META:OH']	['C00001', 'C01328']	['cpd27222', 'cpd00001', 'cpd15275']	['MNXM2']	['META:CPD-15815', 'META:OXONIUM', 'META:HYDROXYL-GROUP', 'META:WATER', 'META:OH']	['C00001', 'C01328']	['cpd27222', 'cpd00001', 'cpd15275']	['MNXM2']
1444	h2o_e	h2o	e	H2O H2O	WATER	C00001; C01328	cpd00001; cpd27222; cpd15275	MNXM2	WATER	iML1515	iYO844	iAF692	['META:CPD-15815', 'META:OXONIUM', 'META:HYDROXYL-GROUP', 'META:WATER', 'META:OH']	['C00001', 'C01328']	['cpd27222', 'cpd00001', 'cpd15275']	['MNXM2']	['META:CPD-15815', 'META:OXONIUM', 'META:HYDROXYL-GROUP', 'META:WATER', 'META:OH']	['C00001', 'C01328']	['cpd27222', 'cpd00001', 'cpd15275']	['MNXM2']	['META:CPD-15815', 'META:OXONIUM', 'META:HYDROXYL-GROUP', 'META:WATER', 'META:OH']	['C00001', 'C01328']	['cpd27222', 'cpd00001', 'cpd15275']	['MNXM2']
1446	h2o_p	h2o	p	H2O H2O	WATER	C00001; C01328	cpd00001; cpd27222; cpd15275	MNXM2	WATER	iML1515			['META:CPD-15815', 'META:OXONIUM', 'META:HYDROXYL-GROUP', 'META:WATER', 'META:OH']	['C00001', 'C01328']	['cpd27222', 'cpd00001', 'cpd15275']	['MNXM2']								
1448	h2s_c	h2s	c	Hydrogen sulfide	CPD-7046; CPD-846; HS	C00283	cpd24697; cpd00239	MNXM89582	HS; CPD-846	iML1515	iYO844	iAF692	['META:CPD-846', 'META:CPD-7046', 'META:HS']	['C00283']	['cpd24697', 'cpd00239']	['MNXM89582']	['META:CPD-846', 'META:CPD-7046', 'META:HS']	['C00283']	['cpd24697', 'cpd00239']	['MNXM89582']	['META:CPD-846', 'META:CPD-7046', 'META:HS']	['C00283']	['cpd24697', 'cpd00239']	['MNXM89582']
1449	h2s_e	h2s	e	Hydrogen sulfide	CPD-7046; CPD-846; HS	C00283	cpd24697; cpd00239	MNXM89582	HS; CPD-846	iML1515		iAF692	['META:CPD-846', 'META:CPD-7046', 'META:HS']	['C00283']	['cpd24697', 'cpd00239']	['MNXM89582']					['META:CPD-846', 'META:CPD-7046', 'META:HS']	['C00283']	['cpd24697', 'cpd00239']	['MNXM89582']
1450	h2s_p	h2s	p	Hydrogen sulfide	CPD-7046; CPD-846; HS	C00283	cpd24697; cpd00239	MNXM89582	HS; CPD-846	iML1515			['META:CPD-846', 'META:CPD-7046', 'META:HS']	['C00283']	['cpd24697', 'cpd00239']	['MNXM89582']								
1451	h3acon_C_c	h3acon_C			CPD-319	C20582	cpd15883	MNXM5673	CPD-319			iAF692									['META:CPD-319']	['C20582']	['cpd15883']	['MNXM5673']
1452	h4mpt_c	h4mpt			THMPT	C01217	cpd00895	MNXM668	THMPT			iAF692									['META:THMPT']	['C01217']	['cpd00895']	['MNXM668']
1453	h4spt_c	h4spt			CPD-8	C18802	cpd15884	MNXM1462	CPD-8			iAF692									['META:CPD-8']	['C18802']	['cpd15884']	['MNXM1462']
1454	h_c	h	c	H+	PROTON	C00080	cpd00067	MNXM1	OXONIUM; PROTON	iML1515	iYO844	iAF692	['META:PROTON']	['C00080']	['cpd00067']	['MNXM1']	['META:PROTON']	['C00080']	['cpd00067']	['MNXM1']	['META:PROTON']	['C00080']	['cpd00067']	['MNXM1']
1455	h_e	h	e	H+	PROTON	C00080	cpd00067	MNXM1	OXONIUM; PROTON	iML1515	iYO844	iAF692	['META:PROTON']	['C00080']	['cpd00067']	['MNXM1']	['META:PROTON']	['C00080']	['cpd00067']	['MNXM1']	['META:PROTON']	['C00080']	['cpd00067']	['MNXM1']
1456	h_p	h	p	H+	PROTON	C00080	cpd00067	MNXM1	OXONIUM; PROTON	iML1515			['META:PROTON']	['C00080']	['cpd00067']	['MNXM1']								
1457	hacolipa_e	hacolipa	e	Hepta-acylated core oligosaccharide lipid A (E. coli)				MNXM11799		iML1515						['MNXM11799']								
1458	hacon_C_c	hacon_C			HOMO-CIS-ACONITATE	C04002	cpd02483; cpd28715	MNXM920	HOMO-CIS-ACONITATE			iAF692									['META:HOMO-CIS-ACONITATE']	['C04002']	['cpd28715', 'cpd02483']	['MNXM920']
1459	hacon_T_c	hacon_T			CPD-149	C16579	cpd15886	MNXM162779	CPD-149			iAF692									['META:CPD-149']	['C16579']	['cpd15886']	['MNXM162779']
1460	halipa_e	halipa	e	Hepta-acylated KDO(2)-lipid (A)			cpd15483	MNXM93466		iML1515					['cpd15483']	['MNXM93466']								
1461	hatrz_c	hatrz			HYDROXYATRAZINE	C06552	cpd03960	MNXM1528	HYDROXYATRAZINE			iAF692									['META:HYDROXYATRAZINE']	['C06552']	['cpd03960']	['MNXM1528']
1462	hcit_c	hcit			HOMO-CIT			MNXM5782	HOMO-CIT			iAF692												['MNXM5782']
1463	hco3_c	hco3	c	Bicarbonate	CO3; HCO3; H2CO3	C01353; C00288	cpd00242	MNXM60	H2CO3; HCO3; CO3	iML1515	iYO844	iAF692	['META:CO3', 'META:H2CO3', 'META:HCO3']	['C01353', 'C00288']	['cpd00242']	['MNXM60']	['META:CO3', 'META:H2CO3', 'META:HCO3']	['C01353', 'C00288']	['cpd00242']	['MNXM60']	['META:CO3', 'META:H2CO3', 'META:HCO3']	['C01353', 'C00288']	['cpd00242']	['MNXM60']
1464	hcys__L_c	hcys__L	c	L-Homocysteine	HOMO-CYS	C05330; C00155	cpd19034; cpd00135	MNXM123	HOMO-CYS	iML1515	iYO844	iAF692	['META:HOMO-CYS']	['C05330', 'C00155']	['cpd19034', 'cpd00135']	['MNXM123']	['META:HOMO-CYS']	['C05330', 'C00155']	['cpd19034', 'cpd00135']	['MNXM123']	['META:HOMO-CYS']	['C05330', 'C00155']	['cpd19034', 'cpd00135']	['MNXM123']
1465	hdca_c	hdca	c	Hexadecanoate (n-C16:0)	PALMITATE	C00249	cpd00214	MNXM108	PALMITATE	iML1515	iYO844		['META:PALMITATE']	['C00249']	['cpd00214']	['MNXM108']	['META:PALMITATE']	['C00249']	['cpd00214']	['MNXM108']				
1466	hdca_e	hdca	e	Hexadecanoate (n-C16:0)	PALMITATE	C00249	cpd00214	MNXM108	PALMITATE	iML1515			['META:PALMITATE']	['C00249']	['cpd00214']	['MNXM108']								
1467	hdca_p	hdca	p	Hexadecanoate (n-C16:0)	PALMITATE	C00249	cpd00214	MNXM108	PALMITATE	iML1515			['META:PALMITATE']	['C00249']	['cpd00214']	['MNXM108']								
1468	hdcap_c	hdcap	c	Hexadecanoyl-phosphate (n-C16:0)				MNXM147481		iML1515						['MNXM147481']								
1469	hdcea_c	hdcea	c	Hexadecenoate (n-C16:1)	CPD-9245			MNXM950	CPD-9245	iML1515	iYO844					['MNXM950']				['MNXM950']				
1470	hdcea_e	hdcea	e	Hexadecenoate (n-C16:1)	CPD-9245			MNXM950	CPD-9245	iML1515						['MNXM950']								
1471	hdcea_p	hdcea	p	Hexadecenoate (n-C16:1)	CPD-9245			MNXM950	CPD-9245	iML1515						['MNXM950']								
1472	hdceap_c	hdceap	c	Hexadecanoyl-phosphate (n-C16:1)				MNXM147482		iML1515						['MNXM147482']								
1473	hdcoa_c	hdcoa	c	Hexadecenoyl-CoA (n-C16:1CoA)	CPD-10269			MNXM90167	CPD-10269	iML1515	iYO844					['MNXM90167']				['MNXM90167']				
1474	hdd2coa_c	hdd2coa	c	Trans-Hexadec-2-enoyl-CoA	CPD0-2117	C05272	cpd03126	MNXM581	CPD0-2117	iML1515	iYO844		['META:CPD0-2117']	['C05272']	['cpd03126']	['MNXM581']	['META:CPD0-2117']	['C05272']	['cpd03126']	['MNXM581']				
1475	hdeACP_c	hdeACP	c	Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)				MNXM89949		iML1515						['MNXM89949']								
1476	hemeA_c	hemeA			CPD-13734	C15670	cpd11312	MNXM53309			iYO844						['META:CPD-13734']	['C15670']	['cpd11312']	['MNXM53309']				
1477	hemeC_c	hemeC						MNXM167898			iYO844									['MNXM167898']				
1478	hemeD_c	hemeD						MNXM167899			iYO844									['MNXM167899']				
1479	hemeO_c	hemeO	c	Heme O C49H56FeN4O5	HEME_O; CPD-17063	C15672	cpd11313	MNXM1278		iML1515	iYO844		['META:CPD-17063', 'META:HEME_O']	['C15672']	['cpd11313']	['MNXM1278']	['META:CPD-17063', 'META:HEME_O']	['C15672']	['cpd11313']	['MNXM1278']				
1480	hepdp_c	hepdp			ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE	C04216	cpd02590	MNXM1722			iYO844						['META:ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE']	['C04216']	['cpd02590']	['MNXM1722']				
1481	hexACP_c	hexACP	c	Hexanoyl-ACP (n-C6:0ACP)				MNXM90722		iML1515						['MNXM90722']								
1482	hexdp_c	hexdp			ALL-TRANS-HEXAPRENYL-DIPHOSPHATE	C01230	cpd00906	MNXM1067	CPD-9610		iYO844						['META:ALL-TRANS-HEXAPRENYL-DIPHOSPHATE']	['C01230']	['cpd00906']	['MNXM1067']				
1483	hexs_c	hexs			CPD0-2074		cpd11578	MNXM11814	CPD0-2074		iYO844						['META:CPD0-2074']		['cpd11578']	['MNXM11814']				
1484	hexs_e	hexs			CPD0-2074		cpd11578	MNXM11814	CPD0-2074		iYO844						['META:CPD0-2074']		['cpd11578']	['MNXM11814']				
1485	hg2_c	hg2	c	Mercury  charged 2  Hg	HG+2	C00703	cpd00531	MNXM1562	HG+2	iML1515	iYO844		['META:HG+2']	['C00703']	['cpd00531']	['MNXM1562']	['META:HG+2']	['C00703']	['cpd00531']	['MNXM1562']				
1486	hg2_e	hg2	e	Mercury  charged 2  Hg	HG+2	C00703	cpd00531	MNXM1562	HG+2	iML1515	iYO844		['META:HG+2']	['C00703']	['cpd00531']	['MNXM1562']	['META:HG+2']	['C00703']	['cpd00531']	['MNXM1562']				
1487	hg2_p	hg2	p	Mercury  charged 2  Hg	HG+2	C00703	cpd00531	MNXM1562	HG+2	iML1515			['META:HG+2']	['C00703']	['cpd00531']	['MNXM1562']								
1488	hgbam_c	hgbam			CPD-688	C06503	cpd03913	MNXM1022				iAF692									['META:CPD-688']	['C06503']	['cpd03913']	['MNXM1022']
1489	hgmeACP_c	hgmeACP	c	3-Hydroxyglutaryl-[acyl-carrier protein] methyl ester	3-Hydroxyglutaryl-ACP-methyl-ester	C20373	cpd22022	MNXM97395		iML1515			['META:3-Hydroxyglutaryl-ACP-methyl-ester']	['C20373']	['cpd22022']	['MNXM97395']								
1490	hhlipa_c	hhlipa	c	Heptosyl-heptosyl-kdo2-lipidA	CPD0-930		cpd15484	MNXM2582	CPD0-930	iML1515			['META:CPD0-930']		['cpd15484']	['MNXM2582']								
1491	hibcoa_c	hibcoa			CPD-12173	C06000	cpd03572	MNXM90341			iYO844						['META:CPD-12173']	['C06000']	['cpd03572']	['MNXM90341']				
1492	his__L_c	his__L	c	L-Histidine	HIS	C00768; C00135	cpd00119; cpd00572	MNXM134	HIS	iML1515	iYO844	iAF692	['META:HIS']	['C00768', 'C00135']	['cpd00119', 'cpd00572']	['MNXM134']	['META:HIS']	['C00768', 'C00135']	['cpd00119', 'cpd00572']	['MNXM134']	['META:HIS']	['C00768', 'C00135']	['cpd00119', 'cpd00572']	['MNXM134']
1493	his__L_e	his__L	e	L-Histidine	HIS	C00768; C00135	cpd00119; cpd00572	MNXM134	HIS	iML1515	iYO844		['META:HIS']	['C00768', 'C00135']	['cpd00119', 'cpd00572']	['MNXM134']	['META:HIS']	['C00768', 'C00135']	['cpd00119', 'cpd00572']	['MNXM134']				
1494	his__L_p	his__L	p	L-Histidine	HIS	C00768; C00135	cpd00119; cpd00572	MNXM134	HIS	iML1515			['META:HIS']	['C00768', 'C00135']	['cpd00119', 'cpd00572']	['MNXM134']								
1495	hisp_c	hisp	c	L-Histidinol phosphate	L-HISTIDINOL-P	C01100	cpd00807	MNXM1482	L-HISTIDINOL-P	iML1515	iYO844	iAF692	['META:L-HISTIDINOL-P']	['C01100']	['cpd00807']	['MNXM1482']	['META:L-HISTIDINOL-P']	['C01100']	['cpd00807']	['MNXM1482']	['META:L-HISTIDINOL-P']	['C01100']	['cpd00807']	['MNXM1482']
1496	hista_c	hista			HISTAMINE	C00388	cpd00312	MNXM635	HISTAMINE			iAF692									['META:HISTAMINE']	['C00388']	['cpd00312']	['MNXM635']
1497	histd_c	histd	c	L-Histidinol	HISTIDINOL	C00860	cpd00641	MNXM1281	HISTIDINOL	iML1515	iYO844	iAF692	['META:HISTIDINOL']	['C00860']	['cpd00641']	['MNXM1281']	['META:HISTIDINOL']	['C00860']	['cpd00641']	['MNXM1281']	['META:HISTIDINOL']	['C00860']	['cpd00641']	['MNXM1281']
1498	histrna_c	histrna				C02988	cpd12228	MNXM89831				iAF692										['C02988']	['cpd12228']	['MNXM89831']
1499	hkndd_c	hkndd	c	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	CPD-157	C04479	cpd02731	MNXM1693		iML1515			['META:CPD-157']	['C04479']	['cpd02731']	['MNXM1693']								
1500	hkntd_c	hkntd	c	2-hydroxy-6-ketononatrienedioate		C12624	cpd09255	MNXM2040		iML1515				['C12624']	['cpd09255']	['MNXM2040']								
1501	hlipa_c	hlipa	c	Heptosyl-kdo2-lipidA	CPD0-929		cpd15485	MNXM2680		iML1515			['META:CPD0-929']		['cpd15485']	['MNXM2680']								
1502	hmbil_c	hmbil	c	Hydroxymethylbilane	HYDROXYMETHYLBILANE	C01024	cpd00755	MNXM547	HYDROXYMETHYLBILANE	iML1515	iYO844	iAF692	['META:HYDROXYMETHYLBILANE']	['C01024']	['cpd00755']	['MNXM547']	['META:HYDROXYMETHYLBILANE']	['C01024']	['cpd00755']	['MNXM547']	['META:HYDROXYMETHYLBILANE']	['C01024']	['cpd00755']	['MNXM547']
1503	hmgcoa_c	hmgcoa			3-HYDROXY-3-METHYL-GLUTARYL-COA			MNXM36493	3-HYDROXY-3-METHYL-GLUTARYL-COA		iYO844	iAF692								['MNXM36493']				['MNXM36493']
1504	hmgth_c	hmgth	c	Hydroxymethylglutathione	S-HYDROXYMETHYLGLUTATHIONE	C14180	cpd15487; cpd09879	MNXM1051	S-HYDROXYMETHYLGLUTATHIONE	iML1515			['META:S-HYDROXYMETHYLGLUTATHIONE']	['C14180']	['cpd09879', 'cpd15487']	['MNXM1051']								
1505	hom__L_c	hom__L	c	L-Homoserine	HOMO-SER	C00263	cpd00227	MNXM353	HOMO-SER	iML1515	iYO844	iAF692	['META:HOMO-SER']	['C00263']	['cpd00227']	['MNXM353']	['META:HOMO-SER']	['C00263']	['cpd00227']	['MNXM353']	['META:HOMO-SER']	['C00263']	['cpd00227']	['MNXM353']
1506	hom__L_e	hom__L	e	L-Homoserine	HOMO-SER	C00263	cpd00227	MNXM353	HOMO-SER	iML1515			['META:HOMO-SER']	['C00263']	['cpd00227']	['MNXM353']								
1507	hom__L_p	hom__L	p	L-Homoserine	HOMO-SER	C00263	cpd00227	MNXM353	HOMO-SER	iML1515			['META:HOMO-SER']	['C00263']	['cpd00227']	['MNXM353']								
1508	hpa_c	hpa			CPD-7619	C17714	cpd15608	MNXM7416	CPD-7619		iYO844						['META:CPD-7619']	['C17714']	['cpd15608']	['MNXM7416']				
1509	hpal_c	hpal			CPD-7620	C14390	cpd10089	MNXM8711	CPD-7620		iYO844						['META:CPD-7620']	['C14390']	['cpd10089']	['MNXM8711']				
1510	hpdca_c	hpdca			CPD-7830			MNXM11802	CPD-7830		iYO844									['MNXM11802']				
1511	hpdcal_c	hpdcal			CPD-14719		cpd15610	MNXM18346	CPD-14719		iYO844						['META:CPD-14719']		['cpd15610']	['MNXM18346']				
1512	hphaccoa_c	hphaccoa			4-HYDROXYPHENYLACETYL-COA	C05338	cpd03165	MNXM37550				iAF692									['META:4-HYDROXYPHENYLACETYL-COA']	['C05338']	['cpd03165']	['MNXM37550']
1513	hphhlipa_c	hphhlipa	c	Heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	CPD0-2238		cpd15488	MNXM56168	CPD0-2238	iML1515			['META:CPD0-2238']		['cpd15488']	['MNXM56168']								
1514	hpmeACP_c	hpmeACP	c	3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester	3-hydroxypimeloyl-ACP-methyl-esters	C20377	cpd22065	MNXM10038		iML1515			['META:3-hydroxypimeloyl-ACP-methyl-esters']	['C20377']	['cpd22065']	['MNXM10038']								
1515	hpyr_c	hpyr	c	Hydroxypyruvate	OH-PYR	C00168	cpd00145	MNXM392	OH-PYR	iML1515			['META:OH-PYR']	['C00168']	['cpd00145']	['MNXM392']								
1516	hqn_c	hqn	c	Hydroquinone	HYDROQUINONE	C00530	cpd00415	MNXM376	HYDROQUINONE	iML1515	iYO844		['META:HYDROQUINONE']	['C00530']	['cpd00415']	['MNXM376']	['META:HYDROQUINONE']	['C00530']	['cpd00415']	['MNXM376']				
1517	hqn_e	hqn			HYDROQUINONE	C00530	cpd00415	MNXM376	HYDROQUINONE		iYO844						['META:HYDROQUINONE']	['C00530']	['cpd00415']	['MNXM376']				
1518	hsfd_c	hsfd					cpd15887	MNXM114363				iAF692											['cpd15887']	['MNXM114363']
1519	hspmd_c	hspmd			CPD-1821	C06366	cpd03802	MNXM1778	CPD-1821			iAF692									['META:CPD-1821']	['C06366']	['cpd03802']	['MNXM1778']
1521	hx2coa_c	hx2coa	c	Trans-Hex-2-enoyl-CoA	CPD0-2121	C05271	cpd03125	MNXM753	CPD0-2121	iML1515	iYO844		['META:CPD0-2121']	['C05271']	['cpd03125']	['MNXM753']	['META:CPD0-2121']	['C05271']	['cpd03125']	['MNXM753']				
1522	hxa_c	hxa	c	Hexanoate (n-C6:0)	HEXANOATE	C01585	cpd01113	MNXM1653	HEXANOATE	iML1515	iYO844		['META:HEXANOATE']	['C01585']	['cpd01113']	['MNXM1653']	['META:HEXANOATE']	['C01585']	['cpd01113']	['MNXM1653']				
1523	hxa_e	hxa	e	Hexanoate (n-C6:0)	HEXANOATE	C01585	cpd01113	MNXM1653	HEXANOATE	iML1515			['META:HEXANOATE']	['C01585']	['cpd01113']	['MNXM1653']								
1524	hxa_p	hxa	p	Hexanoate (n-C6:0)	HEXANOATE	C01585	cpd01113	MNXM1653	HEXANOATE	iML1515			['META:HEXANOATE']	['C01585']	['cpd01113']	['MNXM1653']								
1525	hxal_c	hxal			HEXANAL		cpd15611	MNXM8718	HEXANAL		iYO844						['META:HEXANAL']		['cpd15611']	['MNXM8718']				
1526	hxan_c	hxan	c	Hypoxanthine	HYPOXANTHINE	C00262	cpd00226	MNXM213	HYPOXANTHINE	iML1515	iYO844	iAF692	['META:HYPOXANTHINE']	['C00262']	['cpd00226']	['MNXM213']	['META:HYPOXANTHINE']	['C00262']	['cpd00226']	['MNXM213']	['META:HYPOXANTHINE']	['C00262']	['cpd00226']	['MNXM213']
1527	hxan_e	hxan	e	Hypoxanthine	HYPOXANTHINE	C00262	cpd00226	MNXM213	HYPOXANTHINE	iML1515	iYO844		['META:HYPOXANTHINE']	['C00262']	['cpd00226']	['MNXM213']	['META:HYPOXANTHINE']	['C00262']	['cpd00226']	['MNXM213']				
1528	hxan_p	hxan	p	Hypoxanthine	HYPOXANTHINE	C00262	cpd00226	MNXM213	HYPOXANTHINE	iML1515			['META:HYPOXANTHINE']	['C00262']	['cpd00226']	['MNXM213']								
1529	hxcoa_c	hxcoa	c	Hexanoyl-CoA (n-C6:0CoA)	HEXANOYL-COA			MNXM162502	HEXANOYL-COA	iML1515	iYO844					['MNXM162502']				['MNXM162502']				
1530	hxdcal_c	hxdcal			PALMITALDEHYDE	C00517	cpd00405	MNXM528	PALMITALDEHYDE		iYO844						['META:PALMITALDEHYDE']	['C00517']	['cpd00405']	['MNXM528']				
1531	iasp_c	iasp	c	Iminoaspartate	IMINOASPARTATE	C05840	cpd03470	MNXM599	IMINOASPARTATE	iML1515	iYO844	iAF692	['META:IMINOASPARTATE']	['C05840']	['cpd03470']	['MNXM599']	['META:IMINOASPARTATE']	['C05840']	['cpd03470']	['MNXM599']	['META:IMINOASPARTATE']	['C05840']	['cpd03470']	['MNXM599']
1532	ibcoa_c	ibcoa			ISOBUTYRYL-COA	C00630	cpd00481	MNXM470	ISOBUTYRYL-COA		iYO844	iAF692					['META:ISOBUTYRYL-COA']	['C00630']	['cpd00481']	['MNXM470']	['META:ISOBUTYRYL-COA']	['C00630']	['cpd00481']	['MNXM470']
1533	ichor_c	ichor	c	Isochorismate	ISOCHORISMATE	C00885	cpd00658	MNXM799	ISOCHORISMATE	iML1515	iYO844		['META:ISOCHORISMATE']	['C00885']	['cpd00658']	['MNXM799']	['META:ISOCHORISMATE']	['C00885']	['cpd00658']	['MNXM799']				
1534	icit_c	icit	c	Isocitrate		C00311	cpd00260	MNXM89661		iML1515	iYO844	iAF692		['C00311']	['cpd00260']	['MNXM89661']		['C00311']	['cpd00260']	['MNXM89661']		['C00311']	['cpd00260']	['MNXM89661']
1535	icit_e	icit				C00311	cpd00260	MNXM89661			iYO844							['C00311']	['cpd00260']	['MNXM89661']				
1536	icolipa_c	icolipa	c	Inner core oligosaccharide lipid A (E coli)	CPD0-2295		cpd26459	MNXM57404		iML1515			['META:CPD0-2295']		['cpd26459']	['MNXM57404']								
1537	idon__L_c	idon__L	c	L-Idonate	L-IDONATE	C00770	cpd00573	MNXM1565	L-IDONATE	iML1515			['META:L-IDONATE']	['C00770']	['cpd00573']	['MNXM1565']								
1538	idon__L_e	idon__L	e	L-Idonate	L-IDONATE	C00770	cpd00573	MNXM1565	L-IDONATE	iML1515			['META:L-IDONATE']	['C00770']	['cpd00573']	['MNXM1565']								
1539	idon__L_p	idon__L	p	L-Idonate	L-IDONATE	C00770	cpd00573	MNXM1565	L-IDONATE	iML1515			['META:L-IDONATE']	['C00770']	['cpd00573']	['MNXM1565']								
1540	idp_c	idp	c	IDP C10H11N4O11P2	IDP	C00104	cpd00090	MNXM495	IDP	iML1515	iYO844	iAF692	['META:IDP']	['C00104']	['cpd00090']	['MNXM495']	['META:IDP']	['C00104']	['cpd00090']	['MNXM495']	['META:IDP']	['C00104']	['cpd00090']	['MNXM495']
1541	ihcit_T_c	ihcit_T					cpd15888	MNXM7808				iAF692											['cpd15888']	['MNXM7808']
1542	ile__L_c	ile__L	c	L-Isoleucine	ILE	C00407	cpd00322	MNXM231		iML1515	iYO844	iAF692	['META:ILE']	['C00407']	['cpd00322']	['MNXM231']	['META:ILE']	['C00407']	['cpd00322']	['MNXM231']	['META:ILE']	['C00407']	['cpd00322']	['MNXM231']
1543	ile__L_e	ile__L	e	L-Isoleucine	ILE	C00407	cpd00322	MNXM231		iML1515	iYO844	iAF692	['META:ILE']	['C00407']	['cpd00322']	['MNXM231']	['META:ILE']	['C00407']	['cpd00322']	['MNXM231']	['META:ILE']	['C00407']	['cpd00322']	['MNXM231']
1544	ile__L_p	ile__L	p	L-Isoleucine	ILE	C00407	cpd00322	MNXM231		iML1515			['META:ILE']	['C00407']	['cpd00322']	['MNXM231']								
1545	iletrna_c	iletrna				C03127	cpd12256	MNXM89832				iAF692										['C03127']	['cpd12256']	['MNXM89832']
